1,10,7.54
1,11,7.758
1,12,7.937
1,13,8.141
1,14,8.39
1,15,8.682
1,16,8.997
1,17,9.303
1,18,9.547
1,19,9.663
1,20,9.578
1,21,9.239
1,22,8.633
1,23,7.796
1,24,6.791
1,25,5.684
1,26,4.528
1,27,3.359
1,28,2.199
1,29,1.06
1,30,-0.054
1,31,-1.139
2,10,7.83
2,11,8.033
2,12,8.204
2,13,8.406
2,14,8.656
2,15,8.951
2,16,9.272
2,17,9.584
2,18,9.835
2,19,9.957
2,20,9.879
2,21,9.545
2,22,8.944
2,23,8.112
2,24,7.111
2,25,6.007
2,26,4.853
2,27,3.686
2,28,2.526
2,29,1.387
2,30,0.273
2,31,-0.814
3,10,8.068
3,11,8.261
3,12,8.426
3,13,8.626
3,14,8.878
3,15,9.176
3,16,9.501
3,17,9.818
3,18,10.074
3,19,10.202
3,20,10.129
3,21,9.8
3,22,9.203
3,23,8.374
3,24,7.376
3,25,6.275
3,26,5.124
3,27,3.958
3,28,2.8
3,29,1.661
3,30,0.547
3,31,-0.54
4,10,8.248
4,11,8.431
4,12,8.591
4,13,8.788
4,14,9.04
4,15,9.34
4,16,9.668
4,17,9.989
4,18,10.248
4,19,10.38
4,20,10.31
4,21,9.984
4,22,9.39
4,23,8.564
4,24,7.568
4,25,6.468
4,26,5.318
4,27,4.153
4,28,2.995
4,29,1.856
4,30,0.742
4,31,-0.345
5,10,8.421
5,11,8.59
5,12,8.742
5,13,8.935
5,14,9.186
5,15,9.487
5,16,9.817
5,17,10.14
5,18,10.403
5,19,10.538
5,20,10.472
5,21,10.149
5,22,9.558
5,23,8.734
5,24,7.739
5,25,6.641
5,26,5.491
5,27,4.326
5,28,3.168
5,29,2.029
5,30,0.913
5,31,-0.176
6,10,8.483
6,11,8.642
6,12,8.787
6,13,8.977
6,14,9.225
6,15,9.526
6,16,9.857
6,17,10.181
6,18,10.445
6,19,10.581
6,20,10.516
6,21,10.194
6,22,9.604
6,23,8.78
6,24,7.786
6,25,6.687
6,26,5.537
6,27,4.372
6,28,3.213
6,29,2.073
6,30,0.956
6,31,-0.134
7,10,8.508
7,11,8.656
7,12,8.794
7,13,8.979
7,14,9.224
7,15,9.523
7,16,9.853
7,17,10.176
7,18,10.441
7,19,10.577
7,20,10.511
7,21,10.189
7,22,9.599
7,23,8.774
7,24,7.779
7,25,6.68
7,26,5.529
7,27,4.363
7,28,3.202
7,29,2.06
7,30,0.942
7,31,-0.15
8,10,8.49
8,11,8.63
8,12,8.762
8,13,8.942
8,14,9.184
8,15,9.48
8,16,9.807
8,17,10.129
8,18,10.392
8,19,10.526
8,20,10.459
8,21,10.136
8,22,9.544
8,23,8.718
8,24,7.722
8,25,6.621
8,26,5.468
8,27,4.3
8,28,3.138
8,29,1.994
8,30,0.874
8,31,-0.22
9,10,8.436
9,11,8.57
9,12,8.696
9,13,8.871
9,14,9.109
9,15,9.402
9,16,9.726
9,17,10.045
9,18,10.305
9,19,10.436
9,20,10.367
9,21,10.041
9,22,9.447
9,23,8.619
9,24,7.62
9,25,6.517
9,26,5.362
9,27,4.192
9,28,3.028
9,29,1.882
9,30,0.759
9,31,-0.337
10,10,8.35
10,11,8.48
10,12,8.603
10,13,8.774
10,14,9.007
10,15,9.296
10,16,9.615
10,17,9.93
10,18,10.186
10,19,10.314
10,20,10.241
10,21,9.911
10,22,9.314
10,23,8.483
10,24,7.481
10,25,6.375
10,26,5.217
10,27,4.044
10,28,2.878
10,29,1.729
10,30,0.605
10,31,-0.494
11,10,8.262
11,11,8.392
11,12,8.512
11,13,8.681
11,14,8.911
11,15,9.195
11,16,9.511
11,17,9.822
11,18,10.074
11,19,10.198
11,20,10.12
11,21,9.788
11,22,9.187
11,23,8.352
11,24,7.347
11,25,6.238
11,26,5.078
11,27,3.903
11,28,2.734
11,29,1.584
11,30,0.458
11,31,-0.642
12,10,8.155
12,11,8.287
12,12,8.408
12,13,8.574
12,14,8.801
12,15,9.081
12,16,9.393
12,17,9.698
12,18,9.945
12,19,10.064
12,20,9.983
12,21,9.645
12,22,9.04
12,23,8.202
12,24,7.194
12,25,6.081
12,26,4.918
12,27,3.74
12,28,2.569
12,29,1.417
12,30,0.289
12,31,-0.812
13,10,8.015
13,11,8.154
13,12,8.276
13,13,8.442
13,14,8.666
13,15,8.942
13,16,9.249
13,17,9.549
13,18,9.79
13,19,9.903
13,20,9.816
13,21,9.474
13,22,8.863
13,23,8.021
13,24,7.008
13,25,5.893
13,26,4.726
13,27,3.546
13,28,2.372
13,29,1.218
13,30,0.089
13,31,-1.014
14,10,7.883
14,11,8.029
14,12,8.156
14,13,8.323
14,14,8.545
14,15,8.819
14,16,9.121
14,17,9.417
14,18,9.654
14,19,9.762
14,20,9.671
14,21,9.324
14,22,8.71
14,23,7.863
14,24,6.848
14,25,5.729
14,26,4.561
14,27,3.378
14,28,2.203
14,29,1.048
14,30,-0.082
14,31,-1.185
15,10,7.789
15,11,7.943
15,12,8.074
15,13,8.242
15,14,8.465
15,15,8.736
15,16,9.037
15,17,9.33
15,18,9.563
15,19,9.669
15,20,9.574
15,21,9.225
15,22,8.608
15,23,7.759
15,24,6.742
15,25,5.621
15,26,4.452
15,27,3.268
15,28,2.093
15,29,0.937
15,30,-0.193
15,31,-1.295
16,10,7.67
16,11,7.84
16,12,7.98
16,13,8.154
16,14,8.378
16,15,8.649
16,16,8.947
16,17,9.237
16,18,9.467
16,19,9.569
16,20,9.471
16,21,9.118
16,22,8.498
16,23,7.647
16,24,6.627
16,25,5.505
16,26,4.335
16,27,3.151
16,28,1.976
16,29,0.821
16,30,-0.307
16,31,-1.407
17,10,7.649
17,11,7.832
17,12,7.979
17,13,8.157
17,14,8.383
17,15,8.654
17,16,8.951
17,17,9.239
17,18,9.467
17,19,9.566
17,20,9.465
17,21,9.11
17,22,8.488
17,23,7.635
17,24,6.614
17,25,5.492
17,26,4.321
17,27,3.137
17,28,1.962
17,29,0.809
17,30,-0.317
17,31,-1.415
